id1;category1;colour1;photo1;price1;id2;category2;colour2;photo2;price2;w
B1;2;4;1;57;B20;2;8;1;43;80
B1;2;4;1;57;B21;2;12;1;67;102
B1;2;4;1;57;B23;2;7;1;38;200
B1;2;4;1;57;B25;2;6;1;38;150
B1;2;4;1;57;B26;2;13;1;57;208
B1;2;4;1;57;B33;2;6;2;33;119
B1;2;4;1;57;B34;2;2;1;48;127
B1;2;4;1;57;C2;3;12;1;43;159
B1;2;4;1;57;C5;3;11;1;48;235
B1;2;4;1;57;C33;3;14;1;48;66
B1;2;4;1;57;C35;3;9;1;50;82
B1;2;4;1;57;C55;3;13;1;48;93
B1;2;4;1;57;C56;3;6;2;57;111
B1;2;4;1;57;C59;3;5;2;52;77
B2;2;3;2;57;B3;2;12;1;52;362
B2;2;3;2;57;B13;2;12;2;62;199
B2;2;3;2;57;B15;2;9;1;38;157
B2;2;3;2;57;B16;2;12;1;52;167
B2;2;3;2;57;B17;2;6;2;38;177
B2;2;3;2;57;B9;2;1;1;48;196
B2;2;3;2;57;B20;2;8;1;43;54
B2;2;3;2;57;B21;2;12;1;67;63
B2;2;3;2;57;B23;2;7;1;38;128
B2;2;3;2;57;B25;2;6;1;38;73
B2;2;3;2;57;B26;2;13;1;57;111
B2;2;3;2;57;B33;2;6;2;33;65
B2;2;3;2;57;B34;2;2;1;48;155
B2;2;3;2;57;C2;3;12;1;43;93
B2;2;3;2;57;C5;3;11;1;48;177
B2;2;3;2;57;C33;3;14;1;48;61
B2;2;3;2;57;C35;3;9;1;50;70
B2;2;3;2;57;C55;3;13;1;48;69
B2;2;3;2;57;C56;3;6;2;57;157
B2;2;3;2;57;C59;3;5;2;52;62
B3;2;12;1;52;B13;2;12;2;62;271
B3;2;12;1;52;B15;2;9;1;38;222
B3;2;12;1;52;B16;2;12;1;52;266
B3;2;12;1;52;B17;2;6;2;38;220
B3;2;12;1;52;B9;2;1;1;48;281
B3;2;12;1;52;B20;2;8;1;43;59
B3;2;12;1;52;B21;2;12;1;67;73
B3;2;12;1;52;B23;2;7;1;38;155
B3;2;12;1;52;B25;2;6;1;38;96
B3;2;12;1;52;B26;2;13;1;57;153
B3;2;12;1;52;B33;2;6;2;33;63
B3;2;12;1;52;B34;2;2;1;48;122
B3;2;12;1;52;C2;3;12;1;43;123
B3;2;12;1;52;C5;3;11;1;48;248
B3;2;12;1;52;C33;3;14;1;48;85
B3;2;12;1;52;C35;3;9;1;50;66
B3;2;12;1;52;C55;3;13;1;48;81
B3;2;12;1;52;C56;3;6;2;57;126
B3;2;12;1;52;C59;3;5;2;52;61
B13;2;12;2;62;B15;2;9;1;38;561
B13;2;12;2;62;B16;2;12;1;52;392
B13;2;12;2;62;B17;2;6;2;38;349
B13;2;12;2;62;B9;2;1;1;48;208
B13;2;12;2;62;B20;2;8;1;43;177
B13;2;12;2;62;B21;2;12;1;67;324
B13;2;12;2;62;B23;2;7;1;38;313
B13;2;12;2;62;B25;2;6;1;38;191
B13;2;12;2;62;B26;2;13;1;57;325
B13;2;12;2;62;B33;2;6;2;33;156
B13;2;12;2;62;B34;2;2;1;48;149
B13;2;12;2;62;C2;3;12;1;43;124
B13;2;12;2;62;C5;3;11;1;48;191
B13;2;12;2;62;C33;3;14;1;48;63
B13;2;12;2;62;C35;3;9;1;50;99
B13;2;12;2;62;C55;3;13;1;48;75
B13;2;12;2;62;C56;3;6;2;57;119
B13;2;12;2;62;C59;3;5;2;52;82
B15;2;9;1;38;B16;2;12;1;52;486
B15;2;9;1;38;B17;2;6;2;38;354
B15;2;9;1;38;B9;2;1;1;48;171
B15;2;9;1;38;B20;2;8;1;43;103
B15;2;9;1;38;B21;2;12;1;67;145
B15;2;9;1;38;B23;2;7;1;38;390
B15;2;9;1;38;B25;2;6;1;38;149
B15;2;9;1;38;B26;2;13;1;57;269
B15;2;9;1;38;B33;2;6;2;33;135
B15;2;9;1;38;B34;2;2;1;48;118
B15;2;9;1;38;C2;3;12;1;43;144
B15;2;9;1;38;C5;3;11;1;48;204
B15;2;9;1;38;C33;3;14;1;48;74
B15;2;9;1;38;C35;3;9;1;50;134
B15;2;9;1;38;C55;3;13;1;48;62
B15;2;9;1;38;C56;3;6;2;57;96
B15;2;9;1;38;C59;3;5;2;52;57
B16;2;12;1;52;B9;2;1;1;48;167
B16;2;12;1;52;B20;2;8;1;43;72
B16;2;12;1;52;B21;2;12;1;67;128
B16;2;12;1;52;B23;2;7;1;38;314
B16;2;12;1;52;B25;2;6;1;38;153
B16;2;12;1;52;B26;2;13;1;57;238
B16;2;12;1;52;B33;2;6;2;33;104
B16;2;12;1;52;B34;2;2;1;48;97
B16;2;12;1;52;C2;3;12;1;43;237
B16;2;12;1;52;C5;3;11;1;48;226
B16;2;12;1;52;C33;3;14;1;48;77
B16;2;12;1;52;C35;3;9;1;50;66
B16;2;12;1;52;C55;3;13;1;48;54
B16;2;12;1;52;C56;3;6;2;57;100
B16;2;12;1;52;C59;3;5;2;52;53
B17;2;6;2;38;B9;2;1;1;48;151
B17;2;6;2;38;B20;2;8;1;43;87
B17;2;6;2;38;B21;2;12;1;67;119
B17;2;6;2;38;B23;2;7;1;38;295
B17;2;6;2;38;B25;2;6;1;38;190
B17;2;6;2;38;B33;2;6;2;33;121
B17;2;6;2;38;B34;2;2;1;48;123
B17;2;6;2;38;C2;3;12;1;43;184
B17;2;6;2;38;C5;3;11;1;48;215
B17;2;6;2;38;C33;3;14;1;48;83
B17;2;6;2;38;C35;3;9;1;50;80
B17;2;6;2;38;C55;3;13;1;48;76
B17;2;6;2;38;C59;3;5;2;52;86
B9;2;1;1;48;B20;2;8;1;43;54
B9;2;1;1;48;B21;2;12;1;67;71
B9;2;1;1;48;B23;2;7;1;38;130
B9;2;1;1;48;B25;2;6;1;38;80
B9;2;1;1;48;B26;2;13;1;57;108
B9;2;1;1;48;B33;2;6;2;33;59
B9;2;1;1;48;B34;2;2;1;48;156
B9;2;1;1;48;C2;3;12;1;43;77
B9;2;1;1;48;C5;3;11;1;48;149
B9;2;1;1;48;C33;3;14;1;48;69
B9;2;1;1;48;C35;3;9;1;50;41
B9;2;1;1;48;C55;3;13;1;48;54
B9;2;1;1;48;C56;3;6;2;57;72
B9;2;1;1;48;C59;3;5;2;52;62
B20;2;8;1;43;B21;2;12;1;67;266
B20;2;8;1;43;B23;2;7;1;38;155
B20;2;8;1;43;B25;2;6;1;38;110
B20;2;8;1;43;B26;2;13;1;57;212
B20;2;8;1;43;B33;2;6;2;33;75
B20;2;8;1;43;B34;2;2;1;48;83
B20;2;8;1;43;C2;3;12;1;43;31
B20;2;8;1;43;C5;3;11;1;48;55
B20;2;8;1;43;C33;3;14;1;48;35
B20;2;8;1;43;C35;3;9;1;50;30
B20;2;8;1;43;C55;3;13;1;48;28
B20;2;8;1;43;C56;3;6;2;57;34
B20;2;8;1;43;C59;3;5;2;52;23
B21;2;12;1;67;B23;2;7;1;38;240
B21;2;12;1;67;B25;2;6;1;38;172
B21;2;12;1;67;B26;2;13;1;57;284
B21;2;12;1;67;B33;2;6;2;33;127
B21;2;12;1;67;B34;2;2;1;48;103
B21;2;12;1;67;C2;3;12;1;43;43
B21;2;12;1;67;C5;3;11;1;48;91
B21;2;12;1;67;C33;3;14;1;48;36
B21;2;12;1;67;C35;3;9;1;50;40
B21;2;12;1;67;C55;3;13;1;48;31
B21;2;12;1;67;C56;3;6;2;57;72
B21;2;12;1;67;C59;3;5;2;52;53
B23;2;7;1;38;B25;2;6;1;38;237
B23;2;7;1;38;B26;2;13;1;57;401
B23;2;7;1;38;B33;2;6;2;33;190
B23;2;7;1;38;B34;2;2;1;48;167
B23;2;7;1;38;C2;3;12;1;43;105
B23;2;7;1;38;C33;3;14;1;48;98
B23;2;7;1;38;C35;3;9;1;50;114
B23;2;7;1;38;C55;3;13;1;48;72
B23;2;7;1;38;C56;3;6;2;57;126
B23;2;7;1;38;C59;3;5;2;52;67
B25;2;6;1;38;B26;2;13;1;57;310
B25;2;6;1;38;B33;2;6;2;33;131
B25;2;6;1;38;B34;2;2;1;48;102
B25;2;6;1;38;C2;3;12;1;43;44
B25;2;6;1;38;C5;3;11;1;48;102
B25;2;6;1;38;C33;3;14;1;48;28
B25;2;6;1;38;C35;3;9;1;50;32
B25;2;6;1;38;C55;3;13;1;48;39
B25;2;6;1;38;C56;3;6;2;57;55
B25;2;6;1;38;C59;3;5;2;52;36
B26;2;13;1;57;B33;2;6;2;33;139
B26;2;13;1;57;B34;2;2;1;48;138
B26;2;13;1;57;C2;3;12;1;43;76
B26;2;13;1;57;C5;3;11;1;48;192
B26;2;13;1;57;C33;3;14;1;48;65
B26;2;13;1;57;C35;3;9;1;50;86
B26;2;13;1;57;C55;3;13;1;48;70
B26;2;13;1;57;C56;3;6;2;57;101
B26;2;13;1;57;C59;3;5;2;52;60
B33;2;6;2;33;B34;2;2;1;48;129
B33;2;6;2;33;C2;3;12;1;43;40
B33;2;6;2;33;C5;3;11;1;48;60
B33;2;6;2;33;C33;3;14;1;48;38
B33;2;6;2;33;C35;3;9;1;50;73
B33;2;6;2;33;C55;3;13;1;48;34
B33;2;6;2;33;C56;3;6;2;57;66
B33;2;6;2;33;C59;3;5;2;52;44
B34;2;2;1;48;C2;3;12;1;43;60
B34;2;2;1;48;C5;3;11;1;48;76
B34;2;2;1;48;C33;3;14;1;48;78
B34;2;2;1;48;C35;3;9;1;50;75
B34;2;2;1;48;C55;3;13;1;48;60
B34;2;2;1;48;C56;3;6;2;57;108
B34;2;2;1;48;C59;3;5;2;52;61
C2;3;12;1;43;C5;3;11;1;48;292
C2;3;12;1;43;C33;3;14;1;48;132
C2;3;12;1;43;C35;3;9;1;50;109
C2;3;12;1;43;C55;3;13;1;48;67
C2;3;12;1;43;C56;3;6;2;57;103
C2;3;12;1;43;C59;3;5;2;52;54
C5;3;11;1;48;C33;3;14;1;48;172
C5;3;11;1;48;C35;3;9;1;50;177
C5;3;11;1;48;C55;3;13;1;48;149
C5;3;11;1;48;C56;3;6;2;57;240
C5;3;11;1;48;C59;3;5;2;52;104
C33;3;14;1;48;C35;3;9;1;50;110
C33;3;14;1;48;C55;3;13;1;48;73
C33;3;14;1;48;C56;3;6;2;57;133
C33;3;14;1;48;C59;3;5;2;52;67
C35;3;9;1;50;C55;3;13;1;48;101
C35;3;9;1;50;C56;3;6;2;57;201
C35;3;9;1;50;C59;3;5;2;52;101
C55;3;13;1;48;C56;3;6;2;57;226
C55;3;13;1;48;C59;3;5;2;52;168
C56;3;6;2;57;C59;3;5;2;52;220
P61;4;1;2;28;P62;4;12;2;33;126
C7;3;13;1;48;C57;3;5;2;33;141
C7;3;13;1;48;A6;1;3;1;43;125
C7;3;13;1;48;C47;3;13;2;18;110
C7;3;13;1;48;B33;2;6;2;33;37
C7;3;13;1;48;B32;2;6;1;38;95
C57;3;5;2;33;A6;1;3;1;43;118
C57;3;5;2;33;C47;3;13;2;18;88
C57;3;5;2;33;B26;2;13;1;57;100
C57;3;5;2;33;B33;2;6;2;33;52
C57;3;5;2;33;B32;2;6;1;38;83
A6;1;3;1;43;C47;3;13;2;18;58
A6;1;3;1;43;B26;2;13;1;57;111
A6;1;3;1;43;B33;2;6;2;33;39
A6;1;3;1;43;B32;2;6;1;38;116
C47;3;13;2;18;B26;2;13;1;57;34
C47;3;13;2;18;B33;2;6;2;33;20
C47;3;13;2;18;B32;2;6;1;38;46
B26;2;13;1;57;B32;2;6;1;38;472
B33;2;6;2;33;B32;2;6;1;38;142
A17;1;2;1;62;A2;1;3;1;43;438
A17;1;2;1;62;A1;1;8;1;28;391
A17;1;2;1;62;A7;1;3;1;43;279
A17;1;2;1;62;A8;1;3;1;62;277
A17;1;2;1;62;A9;1;3;1;82;417
A17;1;2;1;62;A20;1;2;2;38;109
A17;1;2;1;62;A34;1;2;1;38;299
A17;1;2;1;62;A32;1;2;1;38;288
A17;1;2;1;62;C7;3;13;1;48;120
A2;1;3;1;43;A7;1;3;1;43;1227
A2;1;3;1;43;A8;1;3;1;62;1175
A2;1;3;1;43;A9;1;3;1;82;1170
A2;1;3;1;43;A20;1;2;2;38;169
A2;1;3;1;43;A34;1;2;1;38;156
A2;1;3;1;43;A32;1;2;1;38;210
A2;1;3;1;43;C7;3;13;1;48;198
A1;1;8;1;28;A7;1;3;1;43;582
A1;1;8;1;28;A8;1;3;1;62;576
A1;1;8;1;28;A9;1;3;1;82;678
A1;1;8;1;28;A20;1;2;2;38;149
A1;1;8;1;28;A34;1;2;1;38;131
A1;1;8;1;28;A32;1;2;1;38;139
A1;1;8;1;28;C7;3;13;1;48;167
A7;1;3;1;43;A8;1;3;1;62;962
A7;1;3;1;43;A9;1;3;1;82;903
A7;1;3;1;43;A20;1;2;2;38;77
A7;1;3;1;43;A34;1;2;1;38;108
A7;1;3;1;43;A32;1;2;1;38;149
A7;1;3;1;43;C7;3;13;1;48;109
A8;1;3;1;62;A9;1;3;1;82;975
A8;1;3;1;62;A20;1;2;2;38;103
A8;1;3;1;62;A34;1;2;1;38;98
A8;1;3;1;62;A32;1;2;1;38;150
A8;1;3;1;62;C7;3;13;1;48;78
A9;1;3;1;82;A20;1;2;2;38;102
A9;1;3;1;82;A34;1;2;1;38;144
A9;1;3;1;82;A32;1;2;1;38;208
A9;1;3;1;82;C7;3;13;1;48;136
A20;1;2;2;38;A34;1;2;1;38;82
A20;1;2;2;38;A32;1;2;1;38;105
A20;1;2;2;38;C7;3;13;1;48;58
A34;1;2;1;38;A32;1;2;1;38;243
A34;1;2;1;38;C7;3;13;1;48;56
A32;1;2;1;38;C7;3;13;1;48;63
A10;1;3;1;38;C11;3;7;1;33;121
A10;1;3;1;38;C5;3;11;1;48;322
A10;1;3;1;38;C22;3;11;2;43;60
A10;1;3;1;38;P12;4;4;1;33;71
C11;3;7;1;33;C5;3;11;1;48;262
C11;3;7;1;33;C22;3;11;2;43;48
C11;3;7;1;33;P12;4;4;1;33;73
C5;3;11;1;48;C22;3;11;2;43;121
C5;3;11;1;48;P12;4;4;1;33;191
C22;3;11;2;43;P12;4;4;1;33;52
A4;1;3;2;38;A23;1;6;2;33;203
A4;1;3;2;38;P1;4;3;1;38;497
A23;1;6;2;33;P1;4;3;1;38;59
P12;4;4;1;33;B12;2;2;1;38;82
